subject,subject_prolific,version,factor,task_name,condition,stimulus,choice,auxiliary_info1,openq_response,introspect_rating,introspect_open,familiarity,rt,timestamp,id
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.73,0.35,,,,,8688,2024-12-19 19:35:45,95945
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,hindsight effect,knowledge of outcome,,20,"20,20,50,10",,,,,26920,2024-12-19 19:35:52,95946
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",60,not false positive,,,,,,2024-12-19 19:35:59,95947
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,13,not false positive,,,,,,2024-12-19 19:36:04,95948
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,9475,2024-12-19 19:36:06,95949
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Female turkeys generally weigh half as much as males,90,not false positive,,,,,,2024-12-19 19:36:06,95950
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Dart boards are commonly made of sisal,33,not false positive,,,,,,2024-12-19 19:36:07,95951
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,23780,2024-12-19 19:36:09,95952
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,60,not false positive,,,,,,2024-12-19 19:36:11,95953
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,Giraffes have terrible eyesight,70,not false positive,,,,,,2024-12-19 19:36:14,95954
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Cabbages are in the mustard family,87,not false positive,,,,,,2024-12-19 19:36:15,95955
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,Giraffes have terrible eyesight,40,false positive,,,,,,2024-12-19 19:36:16,95956
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,28,false positive,,,,,,2024-12-19 19:36:17,95957
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,19,false positive,,,,,,2024-12-19 19:36:19,95958
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Domesticated goats are descended from the pasang,90,not false positive,,,,,,2024-12-19 19:36:20,95959
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Volleyball was originally called mintonette,90,not false positive,,,,,,2024-12-19 19:36:23,95960
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,status_quo,Factor-Included,,status quo,Maintain present budget amounts for the programs status quo: 50/50,,,,,59637,2024-12-19 19:36:25,95961
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,70,not false positive,,,,,,2024-12-19 19:36:25,95962
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,60,not false positive,,,,,,2024-12-19 19:36:26,95963
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Dart boards are commonly made of sisal,87,not false positive,,,,,,2024-12-19 19:36:29,95964
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Cabbages are in the mustard family,69,not false positive,,,,,,2024-12-19 19:36:29,95965
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The otter belongs to the squirrel family,20,not false positive,,,,,,2024-12-19 19:36:30,95966
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The grape plant is a large herb,90,not false positive,,,,,,2024-12-19 19:36:31,95967
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The mouth of a sea urchin is on its top,70,not false positive,,,,,,2024-12-19 19:36:34,95968
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,Sheep are a type of tylopod mammal,90,not false positive,,,,,,2024-12-19 19:36:35,95969
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,Bike riding is the first event in a triathlon,90,not false positive,,,,,,2024-12-19 19:36:36,95970
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,16,false positive,,,,,,2024-12-19 19:36:37,95971
594a955b09c434000142a8fb,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Lake Baikal is the world's largest freshwater lake by volume,90,not false positive,,,,,,2024-12-19 19:36:39,95972
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,49142,2024-12-19 19:36:40,95973
6760b3ba799791bde55247b4,,v5_pilot2,,attention check 3,,,"2,1,2,1,5",Incorrect,,,,,97690,2024-12-19 19:36:45,95974
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,86,not false positive,,,,,,2024-12-19 19:36:46,95975
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,simulation,missed,,72,,,,,,94349,2024-12-19 19:36:50,95976
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,12,false positive,,,,,,2024-12-19 19:36:56,95977
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 60% to auto safety and 40% to highway safety status quo: 50/50,,,,,21296,2024-12-19 19:37:01,95978
67276ea4e89404cc3ccdc824,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,157564,2024-12-19 19:37:02,95979
675f50ab88662e8002f0ee08,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,16,false positive,,,,,,2024-12-19 19:37:05,95980
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.85,1,,,,,35818,2024-12-19 19:37:08,95981
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Volleyball was originally called mintonette,89,not false positive,,,,,,2024-12-19 19:37:11,95982
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,comprehension,passed,"Safety of interstate highway and automobile safety, Bumpers, seat-belts, gas configuration, & body, Guard rails, grading, interchanges, selective reduced speed limits, null",,,,,57065,2024-12-19 19:37:12,95983
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The mouth of a sea urchin is on its top,90,not false positive,,,,,,2024-12-19 19:37:16,95984
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,Dough is boiled in the process of making croissants,90,not false positive,,,,,,2024-12-19 19:37:21,95985
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Snakes lack moveable eyelids,70,not false positive,,,,,,2024-12-19 19:37:26,95986
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,status_quo,Factor-Excluded,,not status quo,Allocate 60% to auto safety and 40% to highway safety status quo: 50/50,,,,,21545,2024-12-19 19:37:34,95987
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,primacy order,Factor-Included,,car2,,,,,,3582,2024-12-19 19:37:44,95988
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,The largest European glacier is VatnajÃ¶kull on Iceland,89,not false positive,,,,,,2024-12-19 19:37:49,95989
66ee1b8ee4da3710c1695515,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Taboga Island is in Panama,40,not false positive,,,,,,2024-12-19 19:37:57,95990
663a5c69296e5ab16fa30d00,,v5_pilot2,,attention check 2,,,The moon is made of green cheese,Success,,,,,26954,2024-12-19 19:38:04,95991
5928b6414a05920001393ecf,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,53350,2024-12-19 19:38:37,95992
6763f037f664e455a22d3f42,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,94615,2024-12-19 19:38:43,95993
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,British victory,,,,,118404,2024-12-19 19:38:57,95994
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,4672,2024-12-19 19:39:01,95995
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,104747,2024-12-19 19:39:02,95996
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,6269,2024-12-19 19:39:09,95997
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,5135,2024-12-19 19:39:16,95998
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,135164,2024-12-19 19:39:27,95999
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,10,"10,90,0,0",,,,,31946,2024-12-19 19:39:41,96000
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,247941,2024-12-19 19:39:41,96001
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,sunk_cost2 effect,No Sunk Cost,,Don't Continue Investing,,,,,,51696,2024-12-19 19:39:46,96002
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,affect heuristic,With passage,,0.4,0.87,,,,,11545,2024-12-19 19:40:01,96003
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,simulation,missed,,89,,,,,,21268,2024-12-19 19:40:06,96004
66c3d098ba154cc6b959cd6d,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,31696,2024-12-19 19:40:12,96005
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,80,"80,20,50,50",,,,,72013,2024-12-19 19:40:14,96006
60675b278929f00a78c91c3f,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,60820,2024-12-19 19:40:17,96007
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,primacy order,Factor-Excluded,,car1,,,,,,4420,2024-12-19 19:40:17,96008
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,59,not false positive,,,,,,2024-12-19 19:40:27,96009
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The grape plant is a large herb,70,not false positive,,,,,,2024-12-19 19:40:34,96010
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,simulation,missed,,100,,,,,,13980,2024-12-19 19:40:38,96011
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The otter belongs to the squirrel family,10,not false positive,,,,,,2024-12-19 19:40:38,96012
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0,1,,,,,10535,2024-12-19 19:40:42,96013
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,20,not false positive,,,,,,2024-12-19 19:40:46,96014
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Giraffes have terrible eyesight,70,not false positive,,,,,,2024-12-19 19:40:49,96015
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,61,not false positive,,,,,,2024-12-19 19:40:55,96016
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,90989,2024-12-19 19:40:59,96017
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",60,not false positive,,,,,,2024-12-19 19:41:07,96018
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",10,false positive,,,,,,2024-12-19 19:41:07,96019
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,47647,2024-12-19 19:41:08,96020
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,60,not false positive,,,,,,2024-12-19 19:41:10,96021
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,Canada is the second largest country in the world in area,84,not false positive,,,,,,2024-12-19 19:41:13,96022
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The otter belongs to the squirrel family,61,not false positive,,,,,,2024-12-19 19:41:14,96023
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,10,false positive,,,,,,2024-12-19 19:41:14,96024
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Snakes lack moveable eyelids,31,not false positive,,,,,,2024-12-19 19:41:14,96025
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The Caspian Sea is the lowest body of water on the surface of the Earth,80,not false positive,,,,,,2024-12-19 19:41:16,96026
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Snakes lack moveable eyelids,90,not false positive,,,,,,2024-12-19 19:41:19,96027
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,"In almost all human populations of newborns, there is a slight excess of males",90,not false positive,,,,,,2024-12-19 19:41:19,96028
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Cabbages are in the mustard family,20,not false positive,,,,,,2024-12-19 19:41:22,96029
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,false_old,The longbow was invented after the crossbow,59,not false positive,,,,,,2024-12-19 19:41:24,96030
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Candlepins is the most widely played variation of bowling,90,not false positive,,,,,,2024-12-19 19:41:25,96031
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_old,The largest European glacier is VatnajÃ¶kull on Iceland,90,not false positive,,,,,,2024-12-19 19:41:27,96032
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,10,not false positive,,,,,,2024-12-19 19:41:29,96033
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",10,false positive,,,,,,2024-12-19 19:41:29,96034
66632c69d2b270f0314a0b16,,v5_pilot2,,attention check 3,,,"3,5,1,4,2",Correct,,,,,82407,2024-12-19 19:41:30,96035
5928b6414a05920001393ecf,,v5_pilot2,Factor-Included,illusion of truth pt2,true_new,Taboga Island is in Panama,49,not false positive,,,,,,2024-12-19 19:41:32,96036
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Cabbages are in the mustard family,90,not false positive,,,,,,2024-12-19 19:41:32,96037
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,79,not false positive,,,,,,2024-12-19 19:41:32,96038
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,11,false positive,,,,,,2024-12-19 19:41:36,96039
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,10,false positive,,,,,,2024-12-19 19:41:41,96040
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,70,not false positive,,,,,,2024-12-19 19:41:42,96041
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The otter belongs to the squirrel family,59,not false positive,,,,,,2024-12-19 19:41:46,96042
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Moose may dive underwater while feeding,28,not false positive,,,,,,2024-12-19 19:41:51,96043
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,10,not false positive,,,,,,2024-12-19 19:41:52,96044
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,55,"55,45,0,0",,,,,47221,2024-12-19 19:41:55,96045
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,74,not false positive,,,,,,2024-12-19 19:41:57,96046
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,60,not false positive,,,,,,2024-12-19 19:41:59,96047
66c3d098ba154cc6b959cd6d,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Xylem is the water-transporting tissue in plants,68,not false positive,,,,,,2024-12-19 19:42:01,96048
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,false,Gurka victory,,,,,70593,2024-12-19 19:42:10,96049
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Snakes lack moveable eyelids,78,not false positive,,,,,,2024-12-19 19:42:13,96050
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,comprehension,true,The case did not indicate the outcome,,,,,6664,2024-12-19 19:42:15,96051
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,70,not false positive,,,,,,2024-12-19 19:42:22,96052
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The otter belongs to the squirrel family,37,not false positive,,,,,,2024-12-19 19:42:23,96053
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Xylem is the water-transporting tissue in plants,60,not false positive,,,,,,2024-12-19 19:42:31,96054
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",46,false positive,,,,,,2024-12-19 19:42:32,96055
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,30,"30,70,5,5",,,,,94553,2024-12-19 19:42:35,96056
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,60,not false positive,,,,,,2024-12-19 19:42:35,96057
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,42,not false positive,,,,,,2024-12-19 19:42:39,96058
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Candlepins is the most widely played variation of bowling,40,false positive,,,,,,2024-12-19 19:42:41,96059
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,43,false positive,,,,,,2024-12-19 19:42:43,96060
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",79,not false positive,,,,,,2024-12-19 19:42:43,96061
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,hindsight effect,no knowledge of outcome,,25,"25,75,0,0",,,,,30888,2024-12-19 19:42:47,96062
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Candlepins is the most widely played variation of bowling,40,false positive,,,,,,2024-12-19 19:42:47,96063
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,78,not false positive,,,,,,2024-12-19 19:42:49,96064
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,24,not false positive,,,,,,2024-12-19 19:42:52,96065
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,10,false positive,,,,,,2024-12-19 19:42:55,96066
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,60,not false positive,,,,,,2024-12-19 19:42:56,96067
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,43,not false positive,,,,,,2024-12-19 19:42:59,96068
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,40,not false positive,,,,,,2024-12-19 19:42:59,96069
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Giraffes have terrible eyesight,40,false positive,,,,,,2024-12-19 19:43:02,96070
6760b3ba799791bde55247b4,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The Colchester is a popular type of oyster,69,not false positive,,,,,,2024-12-19 19:43:05,96071
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Snakes lack moveable eyelids,40,not false positive,,,,,,2024-12-19 19:43:06,96072
60675b278929f00a78c91c3f,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Cabbages are in the mustard family,17,not false positive,,,,,,2024-12-19 19:43:09,96073
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Dart boards are commonly made of sisal,40,not false positive,,,,,,2024-12-19 19:43:12,96074
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,affect heuristic,without passage,,0.92,0.38,,,,,8206,2024-12-19 19:43:18,96075
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Moose may dive underwater while feeding,79,not false positive,,,,,,2024-12-19 19:43:20,96076
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,78,not false positive,,,,,,2024-12-19 19:43:27,96077
663a5c69296e5ab16fa30d00,,v5_pilot2,,attention check 3,,,"3,4,1,5,2",Incorrect,,,,,40932,2024-12-19 19:43:28,96078
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The otter belongs to the squirrel family,22,not false positive,,,,,,2024-12-19 19:43:32,96079
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Candlepins is the most widely played variation of bowling,83,not false positive,,,,,,2024-12-19 19:43:37,96080
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,"In chemistry, a mass spectrometer is used to separate substances into its constituent parts according to color",81,not false positive,,,,,,2024-12-19 19:43:42,96081
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,simulation,missed,,87,,,,,,11352,2024-12-19 19:43:46,96082
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Snakes lack moveable eyelids,83,not false positive,,,,,,2024-12-19 19:43:49,96083
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,The sun constitutes more than 99 percent of the entire mass of the solar system,30,not false positive,,,,,,2024-12-19 19:43:53,96084
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Moose may dive underwater while feeding,80,not false positive,,,,,,2024-12-19 19:43:54,96085
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,85,not false positive,,,,,,2024-12-19 19:43:57,96086
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The corn was first domesticated by native peoples in Argentina,85,not false positive,,,,,,2024-12-19 19:44:00,96087
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The Carpathian Mountains form a high wall between France and Spain,50,not false positive,,,,,,2024-12-19 19:44:05,96088
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Dart boards are commonly made of sisal,32,not false positive,,,,,,2024-12-19 19:44:05,96089
67276ea4e89404cc3ccdc824,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The highest waterfall in the world is in Argentina,30,false positive,,,,,,2024-12-19 19:44:07,96090
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Spain produces most of the worldâ€™s almonds,80,not false positive,,,,,,2024-12-19 19:44:08,96091
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The sport involving a snowboard is believed to have originated in Europe,83,not false positive,,,,,,2024-12-19 19:44:12,96092
6763f037f664e455a22d3f42,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Giraffes have terrible eyesight,52,not false positive,,,,,,2024-12-19 19:44:16,96093
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,75,not false positive,,,,,,2024-12-19 19:44:17,96094
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Xylem is the water-transporting tissue in plants,89,not false positive,,,,,,2024-12-19 19:44:18,96095
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,Giraffes have terrible eyesight,32,false positive,,,,,,2024-12-19 19:44:22,96096
66632c69d2b270f0314a0b16,,v5_pilot2,Factor-Excluded,illusion of truth pt2,false_new,The monetary unit in Afghanistan is the rupee,13,false positive,,,,,,2024-12-19 19:44:25,96097
663a5c69296e5ab16fa30d00,,v5_pilot2,Factor-Excluded,illusion of truth pt2,true_new,Taboga Island is in Panama,88,not false positive,,,,,,2024-12-19 19:44:26,96098
