subject,cognitive_affective_mindfulness,engagement_in_self_reflection,need_for_self_reflection,insight,decision_scale,need_for_cognition,cognitive_reflection_test,digit_span,subject_prolific,version,gender,age,education,income,race,phq91,phq92,gad71,gad72,audit,spq,ocir,tas,icar_responses,icar_correct,icar_num_correct,feedback,total_time,timestamp,id,mistakeCounter
AATAMDYF2WJKY,,,,,,,,,,v2_pilot3,Female,50-59 years old,PhD,"More than $100,000",,,,,,,,,,,,,,1024328,2023-01-02 14:39:05,424,
A1PHDT66U6IK4Q,,,,,,,,,,v2_pilot3,Male,60 years old or older,Bachelor's degree,"$25,000-$50,000",,,,,,,,,,,,,,1920097,2023-01-02 14:39:05,425,
A1BIJGB7XA0GME,,,,,,,,,,v2_pilot3,Female,50-59 years old,High school/GED,"$50,000-$75,000",,,,,,,,,,,,,,1212569,2023-01-02 14:39:05,426,
A3663AP9L06GOI,,,,,,,,,,v2_pilot3,Female,20-29 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,2024932,2023-01-02 14:39:05,427,
AYIECNJJDE14Y,,,,,,,,,,v2_pilot3,Female,20-29 years old,Master's Degree,"$25,000-$50,000",,,,,,,,,,,,,,743524,2023-01-02 14:39:05,428,
A1ROEDVMTO9Y3X,,,,,,,,,,v2_pilot3,Female,50-59 years old,High school/GED,"$75,000-$100,000",,,,,,,,,,,,,,811170,2023-01-02 14:39:05,429,
A2S9SAGO12WZ6P,,,,,,,,,,v2_pilot3,Female,20-29 years old,Master's Degree,"$50,000-$75,000",,,,,,,,,,,,,,587906,2023-01-02 14:39:05,430,
AF0W4ZBY7VXOU,,,,,,,,,,v2_pilot3,Female,40-49 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,1177708,2023-01-02 14:39:05,431,
A1F5E941TP0UIZ,,,,,,,,,,v2_pilot3,Female,50-59 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,1143605,2023-01-02 14:39:05,432,
A2FP41BSPG0Y4A,,,,,,,,,,v2_pilot3,Female,30-39 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,1186849,2023-01-02 14:39:05,433,
A3VDG4N8AVYGQ,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,818328,2023-01-02 14:39:05,434,
A1RATFICCKLCQ,,,,,,,,,,v2_pilot3,Female,30-39 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,2615593,2023-01-02 14:39:05,435,
A3B2YRXL26RPVH,,,,,,,,,,v2_pilot3,Female,60 years old or older,Master's Degree,"$25,000-$50,000",,,,,,,,,,,,,,1829424,2023-01-02 14:39:05,436,
ACON9O9NMFOHE,,,,,,,,,,v2_pilot3,Male,20-29 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,900768,2023-01-02 14:39:05,437,
A1NFBKUYYVUYWF,,,,,,,,,,v2_pilot3,Female,60 years old or older,Master's Degree,"$25,000-$50,000",,,,,,,,,,,,,,1596910,2023-01-02 14:39:05,438,
A1153ZIEQX0ZJ8,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,530273,2023-01-02 14:39:05,439,
ATIVK9XUANIUE,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,769250,2023-01-02 14:39:05,440,
ARWF605I7RWM7,,,,,,,,,,v2_pilot3,Female,40-49 years old,Trade school,"$50,000-$75,000",,,,,,,,,,,,,,757131,2023-01-02 14:39:05,441,
AZU9D7YLCTAYV,,,,,,,,,,v2_pilot3,Female,30-39 years old,Trade school,"$25,000-$50,000",,,,,,,,,,,,,,2848642,2023-01-02 14:39:05,442,
A2H26V03AYCIYC,,,,,,,,,,v2_pilot3,Female,30-39 years old,High school/GED,"$50,000-$75,000",,,,,,,,,,,,,,686295,2023-01-02 14:39:05,443,
A1H7XQCN2TQJM7,,,,,,,,,,v2_pilot3,Female,40-49 years old,Trade school,"Less than $25,000",,,,,,,,,,,,,,586629,2023-01-02 14:39:05,444,
A34KBIYMGPH924,,,,,,,,,,v2_pilot3,Male,30-39 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,1659403,2023-01-02 14:39:05,445,
A157L6Z8QU3SDE,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$25,000-$50,000",,,,,,,,,,,,,,1167722,2023-01-02 14:39:05,446,
A8V0L2YF8U6OX,,,,,,,,,,v2_pilot3,Female,30-39 years old,Bachelor's degree,"More than $100,000",,,,,,,,,,,,,,2228199,2023-01-02 14:39:05,447,
A2XHD64QUKA5Z6,,,,,,,,,,v2_pilot3,Male,40-49 years old,Master's Degree,"$50,000-$75,000",,,,,,,,,,,,,,458107,2023-01-02 14:39:05,448,
A1J7C4V2AZSHQX,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"More than $100,000",,,,,,,,,,,,,,495475,2023-01-02 14:39:05,449,
A2A5HAPJD18TRU,,,,,,,,,,v2_pilot3,Female,30-39 years old,PhD,"$50,000-$75,000",,,,,,,,,,,,,,931196,2023-01-02 14:39:05,450,
A1FS8SBR4SDWYG,,,,,,,,,,v2_pilot3,Female,30-39 years old,Master's Degree,"$25,000-$50,000",,,,,,,,,,,,,,770834,2023-01-02 14:39:05,451,
A2WDF40FA670T9,,,,,,,,,,v2_pilot3,Male,60 years old or older,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,1485997,2023-01-02 14:39:05,452,
AAASQIW3J32OL,,,,,,,,,,v2_pilot3,Female,60 years old or older,Bachelor's degree,"More than $100,000",,,,,,,,,,,,,,1111581,2023-01-02 14:39:05,453,
AQOXSP4W3ITSW,,,,,,,,,,v2_pilot3,Male,50-59 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,970322,2023-01-02 14:39:05,454,
A1JXSNKXAXT9OU,,,,,,,,,,v2_pilot3,Female,40-49 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,481141,2023-01-02 14:39:05,455,
A10HW8JXM17XLD,,,,,,,,,,v2_pilot3,Female,40-49 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,2006771,2023-01-02 14:39:05,456,
A2QKPBMYWR4KT3,,,,,,,,,,v2_pilot3,Male,30-39 years old,High school/GED,"$25,000-$50,000",,,,,,,,,,,,,,972347,2023-01-02 14:39:05,457,
AFAQRD1972NYV,,,,,,,,,,v2_pilot3,Female,40-49 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,1636985,2023-01-02 14:39:05,458,
A1E3MR98PNWZBD,,,,,,,,,,v2_pilot3,Female,50-59 years old,High school/GED,"Less than $25,000",,,,,,,,,,,,,,1412761,2023-01-02 14:39:05,459,
A1BM57TUNAQIXM,,,,,,,,,,v2_pilot3,Female,30-39 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,1722694,2023-01-02 14:39:05,460,
A3M7KQYOMDA2MA,,,,,,,,,,v2_pilot3,Female,30-39 years old,Master's Degree,"More than $100,000",,,,,,,,,,,,,,838570,2023-01-02 14:39:05,461,
A2PJHK7U7LXA8X,,,,,,,,,,v2_pilot3,Female,30-39 years old,High school/GED,"$75,000-$100,000",,,,,,,,,,,,,,1078737,2023-01-02 14:39:05,462,
A1UY2W2FL9CWN,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,805039,2023-01-02 14:39:05,463,
A289D98Z4GAZ28,,,,,,,,,,v2_pilot3,Male,50-59 years old,PhD,"Less than $25,000",,,,,,,,,,,,,,1648174,2023-01-02 14:39:05,464,
AMLE1FC3SQVL8,,,,,,,,,,v2_pilot3,Male,20-29 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,922909,2023-01-02 14:39:05,465,
A3NKNOE5HIXXL,,,,,,,,,,v2_pilot3,Female,30-39 years old,Master's Degree,"More than $100,000",,,,,,,,,,,,,,3449245,2023-01-02 14:39:05,466,
A3ROADR7T6811,,,,,,,,,,v2_pilot3,Male,20-29 years old,Bachelor's degree,"$25,000-$50,000",,,,,,,,,,,,,,1163136,2023-01-02 14:39:05,467,
A1SISJL5ST2PWH,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,,,,,,,,,,,,,1029409,2023-01-02 14:39:05,468,
A1PTX4IB9R34LI,,,,,,,,,,v2_pilot3,Male,40-49 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,636933,2023-01-02 14:39:05,469,
A25PFSORDO3SWQ,,,,,,,,,,v2_pilot3,Male,30-39 years old,Bachelor's degree,"Less than $25,000",,,,,,,,,,,,,,2217624,2023-01-02 14:39:05,470,
A1LGVAOEP77C1P,,,,,,,,,,v2_pilot3,Male,50-59 years old,High school/GED,"Less than $25,000",,,,,,,,,,,,,,1129504,2023-01-02 14:39:05,471,
A31FJNV6495G71,,,,,,,,,,v2_pilot3,Other,20-29 years old,Bachelor's degree,"$50,000-$75,000",,,,,,,,,,,,,,978056,2023-01-02 14:39:05,472,
A3ATU3VULAB7K2,,,,,,,,,,v2_pilot3,Male,Prefer not to say,Bachelor's degree,Prefer not to say,,,,,,,,,,,,,,1374495,2023-01-02 14:39:05,473,
test,,,,,,,,,,v3_test,Male,20-29 years old,Master's Degree,"$50,000-$75,000",,,,,,,,,,,,,,5151,2023-01-02 15:15:27,474,
nnnn,,,,,,,,,,v3_test,Other,30-39 years old,PhD,"Less than $25,000",,,,,,,,,,,,,,6555,2023-01-04 12:43:47,475,
gggg,,,,,,,,,,v3_test,Female,20-29 years old,Bachelor's degree,"Less than $25,000",,,,,,,,,,,,,,45965,2023-01-04 12:44:47,476,
nnn,,,,,,,,,,v3_test,Other,50-59 years old,PhD,"$25,000-$50,000",,,,,,,,,,,,,,26125,2023-01-04 12:47:38,477,
nnbnn,,,,,,,,,,v3_test,Prefer not to say,60 years old or older,PhD,"Less than $25,000",,",,,,,,,,",-1,,,,,,,,,,,21350,2023-01-04 12:58:32,478,
nnn,,,,,,,,,,v3_test,Female,50-59 years old,None of the above,"$50,000-$75,000",,"2,3,2,1,2,1,0,1,2",1,"2,1,2,1,2,1,2",1,"Two to four times a month,1 or 2,Monthly,Monthly,Less than monthly,Monthly,Weekly,Monthly,No,Yes, but not in the last year","1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0","0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1",,,,,,101949,2023-01-04 13:00:35,479,
nnn,,,,,,,,,,v3_test,Male,30-39 years old,None of the above,"Less than $25,000",,"2,1,3,1,0,1,2,1,1",2,"3,2,1,2,1,2,1",2,"Monthly or less,1 or 2,Never,Monthly,Weekly,Weekly,Monthly,Weekly,No,No","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2",,,,,,457070,2023-01-04 13:36:32,480,
mmmm,,,,,,,,,,v3_test,Other,Under 20 years old,Master's Degree,"Less than $25,000",,"3,2,1,2,1,2,1,2,3",2,"2,1,2,1,0,1,2",3,"Two to three times a week,3 or 4,Monthly,Weekly,Weekly,Weekly,Weekly,Never,No,No","1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2",,,,,,602691,2023-01-04 13:48:07,481,
AMV1E7FFPVAW4,,,,,,,,,,v3_pilot1,Female,40-49 years old,Trade school,"$25,000-$50,000",,"0,0,0,1,1,0,1,0,0",0,"1,1,1,1,0,0,0",1,"Never,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1","1,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,1",,,,,,1704748,2023-01-04 14:29:45,482,
A2QPMJ4GADLUW2,,,,,,,,,,v3_pilot1,Male,40-49 years old,Bachelor's degree,"$25,000-$50,000",,"2,2,1,1,2,2,2,0,2",1,"3,3,3,3,2,2,3",2,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1","1,3,3,1,0,2,1,1,2,0,1,2,2,1,3,0,1,1",,,,,,2145546,2023-01-04 14:39:17,483,
A3PZASM0C12I57,,,,,,,,,,v3_pilot1,Female,30-39 years old,Master's Degree,"$50,000-$75,000",,"3,3,2,1,1,2,2,1,3",3,"2,3,2,2,3,2,2",3,"Monthly or less,3 or 4,Daily or almost daily,Less than monthly,Monthly,Monthly,Weekly,Less than monthly,Yes, but not in the last year,Yes, but not in the last year","0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0","2,3,1,2,2,2,2,3,2,3,1,2,3,2,1,2,2,3",,,,,,1237351,2023-01-04 14:42:43,484,
A28HB7240OFGEW,,,,,,,,,,v3_pilot1,Male,20-29 years old,Bachelor's degree,"Less than $25,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,1155596,2023-01-04 14:47:29,485,
A2G43KS55YGYQE,,,,,,,,,,v3_pilot1,Male,60 years old or older,High school/GED,"$50,000-$75,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,1,0,0,0",0,"Two to three times a week,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2697809,2023-01-04 14:54:18,486,
AFK9ALQK5GPNG,,,,,,,,,,v3_pilot1,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,"0,0,0,0,1,0,0,0,0",0,"0,0,0,0,0,1,0",0,"Two to four times a month,3 or 4,Less than monthly,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0",,,,,,1942959,2023-01-04 14:57:43,487,
A3AU8PZ6HHBCVT,,,,,,,,,,v3_pilot1,Male,30-39 years old,Bachelor's degree,"More than $100,000",,"0,0,0,0,0,0,0,0,0",0,"1,0,0,1,0,1,0",0,"Two to four times a month,3 or 4,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0",,,,,,2690148,2023-01-04 14:58:55,488,
A16G6PPH1INQL8,,,,,,,,,,v3_pilot1,Female,50-59 years old,High school/GED,"$50,000-$75,000",,"0,1,1,1,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",,,,,,2271836,2023-01-04 14:59:30,489,
A2S64AUN7JI7ZS,,,,,,,,,,v3_pilot1,Male,40-49 years old,Trade school,"$75,000-$100,000",,"0,0,0,1,0,0,0,0,0",0,"0,0,0,0,0,1,0",1,"Four or more times a week,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,,,,,3332639,2023-01-04 15:04:41,490,
A1CN1H9UODZ1E6,,,,,,,,,,v3_pilot1,Male,50-59 years old,Bachelor's degree,"Less than $25,000",,"2,0,1,1,0,0,2,0,0",0,"0,1,0,2,0,0,0",0,"Two to four times a month,5 or 6,Monthly,Monthly,Less than monthly,Monthly,Less than monthly,Less than monthly,No,No","0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0","2,3,2,1,1,0,0,2,1,2,0,1,1,3,3,2,3,2",,,,,,3313532,2023-01-04 15:21:37,491,
A32BQNJMLMZYG0,,,,,,,,,,v3_pilot1,Female,20-29 years old,Master's Degree,"$50,000-$75,000",,"2,0,1,1,0,1,1,1,1",0,"0,1,1,0,1,0,1",0,"Two to four times a month,5 or 6,Weekly,Monthly,Monthly,Monthly,Monthly,Weekly,No,No","0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1","1,2,2,3,2,2,1,2,3,3,2,0,1,3,3,2,2,1",,,,,,2405815,2023-01-04 15:53:10,492,
A2I43BDUPAM00C,,,,,,,,,,v3_pilot1,Female,40-49 years old,Bachelor's degree,"$50,000-$75,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Never,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2988563,2023-01-04 15:58:02,493,
A2BW6WD7LZ9EGV,,,,,,,,,,v3_pilot1,Male,30-39 years old,Trade school,"Less than $25,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Four or more times a week,3 or 4,Monthly,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1","0,1,1,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0",,,,,,1203165,2023-01-04 16:18:13,494,
A1B8Z8UIYUNFOI,,,,,,,,,,v3_pilot1,Male,50-59 years old,Master's Degree,"$75,000-$100,000",,"3,2,3,2,3,2,1,3,2",2,"2,3,1,3,2,3,2",1,"Monthly or less,3 or 4,Monthly,Monthly,Less than monthly,Never,Monthly,Never,Yes, but not in the last year,Yes, during the last year","0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0","3,3,2,1,2,2,3,2,2,0,3,2,2,2,3,2,3,3",,,,,,2686943,2023-01-04 16:32:06,495,
A3DM3K0QT4RMH0,,,,,,,,,,v3_pilot1,Male,20-29 years old,Bachelor's degree,"$75,000-$100,000",,"1,2,2,1,2,2,1,2,2",3,"2,1,1,2,1,2,2",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1","2,0,0,1,1,2,3,2,1,1,1,1,2,0,3,2,1,2",,,,,,2242188,2023-01-04 23:37:59,496,
bbbb,,,,,,,,,,v3_test,Other,20-29 years old,Bachelor's degree,"$25,000-$50,000",,",,,,,,,,",1,",,,,,,",0,",,,,,,,,,","2,1,0,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1",,,,,,37842,2023-01-10 08:44:58,497,
nnn,,,,,,,,,,v3_test,Other,20-29 years old,None of the above,"$25,000-$50,000",,",,,,,,,,",-1,"3,,,,,,",3,"Two to three times a week,0 (Not Applicable),Daily or almost daily,,,,,,,","-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1",,,,,,42075,2023-01-12 15:18:15,498,
A3D943YJI95XZY,,,,,,,,,,v3_pilot2,Male,20-29 years old,High school/GED,"More than $100,000",,"0,0,0,0,0,0,0,1,0",0,"1,0,0,0,1,1,0",0,"Two to three times a week,3 or 4,Monthly,Less than monthly,Never,Never,Never,Monthly,No,No","0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,3,2,3,2,2,0,1,0,1,3,3,4,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,1219597,2023-01-12 15:58:57,499,
A3FPXYVABXB9IZ,,,,,,,,,,v3_pilot2,Male,20-29 years old,Bachelor's degree,"$75,000-$100,000",,"1,0,1,1,1,2,1,0,0",0,"1,2,2,0,0,1,1",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,Yes, but not in the last year,No","3,1,1,0,3,2,3,3,1,3,1,1,3,3,3,2,4,3,3,2,0,0,0,0,2,2,1,3,2,0,0,0","1,1,0,1,0,1,1,1,0,0,0,2,1,1,0,0,0,1",,,,,,1498822,2023-01-12 15:59:52,500,
AQMLJYUQCSG22,,,,,,,,,,v3_pilot2,Male,30-39 years old,Bachelor's degree,"$50,000-$75,000",,"2,1,1,2,0,1,0,0,0",1,"0,0,0,1,0,1,0",0,"Two to four times a month,5 or 6,Monthly,Monthly,Less than monthly,Monthly,Less than monthly,Never,No,No","1,1,1,0,2,3,2,3,4,4,3,2,1,0,0,0,2,1,2,1,0,0,0,0,1,2,1,2,0,0,0,1","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",,,,,,1358633,2023-01-12 16:01:53,501,
A3GI28OVLDI9ST,,,,,,,,,,v3_pilot2,Male,50-59 years old,Bachelor's degree,"$25,000-$50,000",,"0,0,1,0,0,0,0,0,0",0,"0,0,0,1,0,0,0",0,"Two to three times a week,1 or 2,Never,Never,Never,Never,Less than monthly,Never,No,No","1,1,0,0,0,2,1,2,3,3,1,2,3,3,3,2,1,1,1,0,0,0,0,0,2,1,3,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0",,,,,,1634899,2023-01-12 16:07:56,502,
AKHKMEPXX1YZ9,,,,,,,,,,v3_pilot2,Female,60 years old or older,Bachelor's degree,"$25,000-$50,000",,"0,0,2,1,1,0,0,0,0",0,"1,0,1,1,0,1,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,1,1,3,3,2,1,3,3,1,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,,,,,2049271,2023-01-12 16:08:52,503,
ARUXG5FD1Q76F,,,,,,,,,,v3_pilot2,Male,40-49 years old,Bachelor's degree,"More than $100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Two to three times a week,1 or 2,Less than monthly,Never,Never,Never,Less than monthly,Less than monthly,No,No","3,3,0,0,0,2,0,0,0,4,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0",,,,,,2228350,2023-01-12 16:11:01,504,
A1TOER30AQUY2F,,,,,,,,,,v3_pilot2,Male,30-39 years old,High school/GED,"Less than $25,000",,"0,3,2,3,3,3,3,2,3",2,"2,3,3,3,2,3,3",3,"Monthly or less,3 or 4,Monthly,Less than monthly,Weekly,Monthly,Less than monthly,Weekly,Yes, but not in the last year,No","4,3,4,3,1,3,4,3,1,4,4,3,1,3,4,3,3,4,3,4,0,0,1,1,3,4,3,4,1,1,2,3","1,0,2,3,1,1,3,3,3,1,0,1,3,2,3,3,1,2",,,,,,1961777,2023-01-12 16:12:38,505,
A9500TJQDB94E,,,,,,,,,,v3_pilot2,Female,20-29 years old,Master's Degree,"$50,000-$75,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Less than monthly,Less than monthly,Weekly,Less than monthly,Less than monthly,Monthly,No,No","3,4,3,3,2,4,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,2,1,1,2,1,0,1,0,2,1,0","3,3,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0",,,,,,1676083,2023-01-12 16:15:15,506,
A340FMNO9WJG4J,,,,,,,,,,v3_pilot2,Female,30-39 years old,High school/GED,"$50,000-$75,000",,"1,1,0,1,0,2,1,0,0",0,"2,2,2,2,1,2,1",1,"Two to three times a week,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,2,0,0,0,0,3,3,4,1,2,3,3,3,3,4,4,4,4,1,1,0,1,3,3,1,3,0,0,3,2","0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0",,,,,,2071011,2023-01-12 16:22:02,507,
A2196WCNDZULFS,,,,,,,,,,v3_pilot2,Female,40-49 years old,High school/GED,"$50,000-$75,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,1,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","3,3,3,0,0,0,0,1,3,3,0,1,3,3,3,3,4,4,4,4,3,3,0,0,1,1,0,1,0,0,0,0","0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0",,,,,,2258544,2023-01-12 16:22:17,508,
A214SYJ4S05Y2A,,,,,,,,,,v3_pilot2,Male,50-59 years old,Bachelor's degree,"$50,000-$75,000",,"0,1,1,1,0,0,0,0,0",0,"0,0,0,0,0,1,1",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,3,3,1,1,1,2,1,3,2,2,2,1,3,3,3,2,1,1,1,0,2,2,1,2,0,2,1,1","1,2,2,1,0,0,2,3,2,0,1,1,3,3,2,0,1,0",,,,,,2191072,2023-01-12 16:25:58,509,
A3HX18G4XV5PK,,,,,,,,,,v3_pilot2,Female,30-39 years old,Bachelor's degree,"More than $100,000",,"2,2,3,1,2,2,1,0,0",1,"0,0,0,0,0,1,0",0,"Two to four times a month,5 or 6,Monthly,Never,Never,Never,Less than monthly,Less than monthly,No,No","3,1,3,1,1,0,1,1,3,4,0,0,0,0,0,0,3,3,3,4,0,1,0,1,1,1,3,2,1,0,0,0","1,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,1,0",,,,,,1935409,2023-01-12 16:27:06,510,
A6ZLFXYDXQAKE,,,,,,,,,,v3_pilot2,Male,30-39 years old,High school/GED,"Less than $25,000",,"3,3,1,3,2,2,2,1,3",2,"3,3,3,3,3,3,2",2,"Four or more times a week,1 or 2,Never,Never,Never,Never,Less than monthly,Never,No,Yes, but not in the last year","3,3,4,3,4,3,3,4,4,1,4,4,4,3,4,3,4,4,4,4,0,0,0,0,3,3,3,4,1,0,0,0","0,0,2,0,1,1,1,0,2,0,2,3,1,0,3,0,2,2",,,,,,2867215,2023-01-12 16:28:39,511,
